tweets,target
"They haven't lost anything, these are people from the west, who are here looking for a single mistake and blow it big out. Siafour",0
"he said he thinks Putin should release it. Not understanding the English language is not an excuse, use google translate if English is not your native language, but please try to understand the truth. I thought is not the same as a verbal request.",0
"Only Lady Palki will do a good job as a newscaster.  I am only asking for a favour.  Did I do anything wrong,  sinful and outrageous in my request.",0
The only people who are taking this seriously are the News media...everyone else could give a hoot.,0
I'm sure trump doesn't give a rats pahtooty about 'truth'.,1
Who care's about Hunter's past does it affect you?,0
Is Biden president or vice president? your not sure?,0
Pretty sad our own president can go to the border but he can go to other European States,1
"No reason is really legitimate to start a war.
But a lot of people in Europe agree that NATO and especially USA did not try very hard to prevent that war. Quite the opposite. 
Let's not get fooled, this war is very useful for both NATO and USA.",1
 @robnal148  And can you tell me why these Russian restaurants are being boycotted? What have these poor people done to deserve such treatment?,0
@Melissa Nicole that's kinda true depending on how You look at it,1
 @M0butu  There is if the safety of your own country is at stake,1
"A few years back I got to work with two Russian people on an exchange program back then. We had ten people on the crew. The two people from Russia were hard workers and good people. When ever they did finish their job before the shift was over, they would go help the others without being asked and without complaining.  They saw me do that too, so one day I told them since they got their work done they didn't have to do that. They both said yes we do, and that we were all on the same crew and should work together as a team that doesn't get behind schedule. Pretty cool.",1
 @Debo6778  Lol...I have always enjoyed Putin's jokes on you tube!!,1
 @patrickalbert6383  Thank you Canada for sending your best sniper to help Ukraine fight off the invading Russians. SLAVA UKRAINI!,1
"Nor do I as a citizen of this small planet!  And what really runs it, all of it, largely, is well hidden and has been!   Breaks my heart, the current casualty of Innocents on both sides!  Same old same old tragic!",0
" @yarmuhammadkhan1923  I wish I could get more of him in translation!   What I have viewed recently, I appreciate his candor and honesty!  Not saying the things one might surmise to better get him the votes in Parliament but truth from his ️ heart and mind first that might best serve the majority first!    How can one not admire that?   His address last weekend with translation to English would be appreciated!  Hard to find anything other than that which makes ones sensibility spin in mainstream here.
Benazir Bhutto Rest in Peace
Ahmed Shah Massoud as well
Truth can be countered in opposition circles.  Best Wishes and Best of Luck!",1
" @jamesreagan9063  I understand this. But for My opinion,as long as Putin does not screw things up, I'm ok with it",1
"Well, Trump spent four years asking Putin for reach-arounds. Not sure why anyone would expect something different. ",0
 @user-Erimej  West doesnt have to do anything as your leader is one step ahead leading Russia to stone age. ;)),1
implicated? can you give a source?,0
"The prosecutor was corrupt anyways, he would have been removed regardless",0
 @buttofthejoke  i am half way across the world and heard biden out of own two ears bragging about that man losing his job because of him,1
"Yeah, because he's desperate, after losing the election",0
" @ldo1308  No, Trump is the proverbial New York democrat, this is how people there talk :-)",1
 @jamesreagan9063  I think Palki and Wion made a mountain out of a molehill. Who hasn't been shut out of a social media platform unfairly at one time or another? Moderating is hard.,0
" @earthboundangel2926  Moderation is, censorship is not, if we allow it.    Look into Your own libraries saved for reference, over time, many will no longer be there!",1
" @earthboundangel2926  Exactly how did you determine that ""Wion is pretty right of center""?",1
"You mean to say, ""I hope they pay you WELL,"" not ""good."" And no, I am neither a troll nor on anyone's payroll. Sorry. I just detest 45 and anyone who supports him.",0
" @earthboundangel2926  Then I would say you’re a small person with a narrow mind. When nothing makes sense for you, the default is to treat anyone with an open mind as a right winger. WION is an unbiased network. Which is why its growing by the day.",0
" @Tokyo_Gaijin  Neither is true. What makes no sense to me is how anyone can admire or support Trump. I will never understand how people are fooled by him. Now, no  more comments please. I will not reply.",1
" @JanPBtest  Not in that case. ""Would of"" is misused too frequently in that situation.",1
" @lvdlmogden6344  What? That was random. I don't recall speaking with you, so I think you may be responding to me by mistake.",0
" @ldo1308  ..President Trump really DID make America Great: ...He denied Hildebeast (and ""1st Lady"" Billy-Bob) the White House for probably 2 terms...
                             ...That accomplishment alone puts him in the pantheon of great presidents. ✌    ",1
 @edc1569  believe Putin make more sense ,1
Unfortunately it's still all horse shit,0
Often the media shows video of Trump saying stupid shit,0
It is so nice to have a President that doesn't say Me or I & repeat everything he says 97 times as he speaks. Joe Biden is a class act & will be know as 1 of the Great Presidents in Modern Times not just for how he handled the former Presidents cheating/obstructive attempts/actions but how he has carried himself as President..,1
